t,event,bytes_total,bytes_periph,bytes_fovea,cmd_received,gaze_uv,quality_mode,crop_x,crop_y,crop_w,crop_h,delta_ms
1779385889.7958,server_start,0,0,0,,,gaze-p10-f70,,,,,
1779385892.1923,gaze_received,0,0,0,,"0.499,0.499",gaze,,,,,
1779385892.2254,gaze_received,0,0,0,,"0.514,0.524",gaze,,,,,
1779385892.2594,gaze_received,0,0,0,,"0.527,0.547",gaze,,,,,
1779385892.2933,gaze_received,0,0,0,,"0.541,0.569",gaze,,,,,
1779385892.3277,gaze_received,0,0,0,,"0.554,0.592",gaze,,,,,
1779385892.3611,gaze_received,0,0,0,,"0.568,0.614",gaze,,,,,
1779385892.3950,gaze_received,0,0,0,,"0.581,0.636",gaze,,,,,
1779385892.4290,gaze_received,0,0,0,,"0.594,0.657",gaze,,,,,
1779385892.4630,gaze_received,0,0,0,,"0.607,0.678",gaze,,,,,
1779385892.4688,frame_sent,10187,7378,2793,,"0.607,0.678",gaze,288,54,200,200,-272.3
1779385892.4969,gaze_received,0,0,0,,"0.620,0.699",gaze,,,,,
1779385892.5018,frame_sent,9583,7287,2280,,"0.620,0.699",gaze,296,44,200,200,-28.0
1779385892.5309,gaze_received,0,0,0,,"0.633,0.718",gaze,,,,,
1779385892.5365,frame_sent,9348,7265,2067,,"0.633,0.718",gaze,304,35,200,200,-10.1
1779385892.5648,gaze_received,0,0,0,,"0.646,0.737",gaze,,,,,
1779385892.5759,frame_sent,9277,7261,2000,,"0.646,0.737",gaze,313,26,200,200,6.9
1779385892.5989,gaze_received,0,0,0,,"0.659,0.756",gaze,,,,,
1779385892.6257,frame_sent,9206,7247,1943,,"0.659,0.756",gaze,321,17,200,200,23.9
1779385892.6330,gaze_received,0,0,0,,"0.671,0.773",gaze,,,,,
1779385892.6668,gaze_received,0,0,0,,"0.683,0.789",gaze,,,,,
1779385892.6750,frame_sent,9179,7244,1919,,"0.683,0.789",gaze,336,1,200,200,6.5
1779385892.7005,gaze_received,0,0,0,,"0.695,0.805",gaze,,,,,
